"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Guedes G.R.; Barbieri A.; Santos R.; Ferreira V.","Guedes, Gilvan Ramalho (34771495900); Barbieri, Alisson (11940724400); Santos, Reinaldo (57195637901); Ferreira, Vanessa (57195636356)","34771495900; 11940724400; 57195637901; 57195636356","Household demographic composition and land use dynamics in machadinho d’oeste, rondônia: Evidence from the frontier onset; [Composição demográfica domiciliar e dinâmica do uso do solo em machadinho d’oeste, rondônia: Evidências baseadas nos estágios iniciais da fronteira]; [Composición demográfica domiciliaria y dinámica del uso del suelo en machadinho d’oeste, rondônia: Evidencias basadas en las etapas iniciales de la frontera]","2017","Revista Brasileira de Estudos de Populacao","34","2","","271","299","28","2","10.20947/s0102-3098a0021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029420400&doi=10.20947%2fs0102-3098a0021&partnerID=40&md5=fee4840f12aecb76e7df944a7d17bb4d","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85029420400"
"Rosado L.P.; Vitale P.; Penteado C.S.G.; Arena U.","Rosado, Laís Peixoto (57191414045); Vitale, Pierluca (57192254384); Penteado, Carmenlucia S.G. (56940476800); Arena, Umberto (7005935081)","57191414045; 57192254384; 56940476800; 7005935081","Life cycle assessment of construction and demolition waste management in a large area of São Paulo State, Brazil","2019","Waste Management","85","","","477","489","12","75","10.1016/j.wasman.2019.01.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059942347&doi=10.1016%2fj.wasman.2019.01.011&partnerID=40&md5=6d98e9c0596ec4f07b9a0600f95883c9","Article","Final","","Scopus","2-s2.0-85059942347"
"Rebehy P.C.P.W.; Andrade dos Santos Lima S.; Novi J.C.; Salgado A.P., Jr.","Rebehy, Perla Calil Pongeluppe Wadhy (56011194100); Andrade dos Santos Lima, Sabrina (57210998588); Novi, Juliana Chiaretti (56152594400); Salgado, Alexandre Pereira (56152482800)","56011194100; 57210998588; 56152594400; 56152482800","Reverse logistics systems in Brazil: Comparative study and interest of multistakeholders","2019","Journal of Environmental Management","250","","109223","","","","43","10.1016/j.jenvman.2019.06.124","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072159952&doi=10.1016%2fj.jenvman.2019.06.124&partnerID=40&md5=f36a0fabb8739d2f4debd68a76a49901","Article","Final","","Scopus","2-s2.0-85072159952"
"Nobrega C.C.; Carvalho M.; Garcia H.R.M.; Forés V.I.; Bovea M.D.","Nobrega, Claudia Coutinho (8693677700); Carvalho, Monica (26655308900); Garcia, Hozana Raquel de Medeiros (57212005807); Forés, Valeria Ibáñez (35772474200); Bovea, Maria Dolores (59679879100)","8693677700; 26655308900; 57212005807; 35772474200; 59679879100","Life cycle assessment of selective paper and cardboard collection of in the bessa nucleus, municipality of João Pessoa/Paraíba, Brazil; [Avaliação do ciclo de vida da coleta seletiva de papel e papelão no núcleo do bessa, município de joão pessoa (PB), Brasil]","2019","Engenharia Sanitaria e Ambiental","24","5","","875","886","11","2","10.1590/s1413-41522019197802","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075669537&doi=10.1590%2fs1413-41522019197802&partnerID=40&md5=d1d8bfe4fba638ed9ffd6c3543d9bed8","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85075669537"
"Diógenes V.H.D.; Ojima R.","Diógenes, Victor Hugo Dias (57221110612); Ojima, Ricardo (24335946500)","57221110612; 24335946500","Analysis of the impact of the age structure transition on electricity consumption in Brazilian households; [Análise do impacto da transição da estrutura etária no consumo de energia elétrica domiciliar do Brasil]","2020","Desenvolvimento e Meio Ambiente","54","","","428","448","20","0","10.5380/DMA.V54I0.68814","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098184172&doi=10.5380%2fDMA.V54I0.68814&partnerID=40&md5=ea6cfdbf77ccf4180a4182da0e24e87c","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85098184172"
"de Souza Marinho L.; Alo C.P.; de Andrade Loureiro S.; de Oliveira T.J.L.; Martins A.L.","de Souza Marinho, Leonardo (57214930644); Alo, Cristiano Pamphili (57214935619); de Andrade Loureiro, Sebastiao (57203417736); de Oliveira, Thiago Judson Lima (18633389300); Martins, Andre Leibsohn (7203013507)","57214930644; 57214935619; 57203417736; 18633389300; 7203013507","Corporate strategy to tackle offshore drilling discharge regulation","2020","Offshore Technology Conference Brasil 2019, OTCB 2019","","","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085778895&partnerID=40&md5=f313249a7f49b1604200c7848da8354d","Conference paper","Final","","Scopus","2-s2.0-85085778895"
"Vitorio Junior P.C.; Kripka M.","Vitorio Junior, Paulo Cezar (55368652900); Kripka, Moacir (6507166199)","55368652900; 6507166199","Fair wage potential as a tool for social assessment in building projects","2020","Engineering, Construction and Architectural Management","28","4","","1295","1318","23","11","10.1108/ECAM-01-2020-0024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089530821&doi=10.1108%2fECAM-01-2020-0024&partnerID=40&md5=80755f6773ad984500423975f3018d27","Article","Final","","Scopus","2-s2.0-85089530821"
"Rosse Caldas L.; Bernstad Saraiva A.; Andreola V.M.; Dias Toledo Filho R.","Rosse Caldas, Lucas (57218205013); Bernstad Saraiva, Anna (57189251773); Andreola, Vanessa Maria (57218770082); Dias Toledo Filho, Romildo (57220045646)","57218205013; 57189251773; 57218770082; 57220045646","Bamboo bio-concrete as an alternative for buildings’ climate change mitigation and adaptation","2020","Construction and Building Materials","263","","120652","","","","39","10.1016/j.conbuildmat.2020.120652","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090207522&doi=10.1016%2fj.conbuildmat.2020.120652&partnerID=40&md5=03de7b10ebd924ff05bd34f02628bb12","Article","Final","","Scopus","2-s2.0-85090207522"
"Martins Vaz I.C.; Ghisi E.; Thives L.P.","Martins Vaz, Igor Catão (57212496392); Ghisi, Enedir (8859872400); Thives, Liseane Padilha (55766392100)","57212496392; 8859872400; 55766392100","Life cycle energy assessment and economic feasibility of stormwater harvested from pervious pavements","2020","Water Research","170","","115322","","","","24","10.1016/j.watres.2019.115322","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076833567&doi=10.1016%2fj.watres.2019.115322&partnerID=40&md5=1491f6b331676a3ad6bea2d2d623e568","Article","Final","","Scopus","2-s2.0-85076833567"
"González-García S.; Ferro F.S.; Lopes Silva D.A.; Feijoo G.; Lahr F.A.R.; Moreira M.T.","González-García, Sara (16303623400); Ferro, Fabiane Salles (55901952100); Lopes Silva, Diogo Aparecido (58102940200); Feijoo, Gumersindo (7003967670); Lahr, Francisco Antonio Rocco (6508220629); Moreira, Maria Teresa (26424779900)","16303623400; 55901952100; 58102940200; 7003967670; 6508220629; 26424779900","Cross-country comparison on environmental impacts of particleboard production in Brazil and Spain","2019","Resources, Conservation and Recycling","150","","104434","","","","21","10.1016/j.resconrec.2019.104434","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070089760&doi=10.1016%2fj.resconrec.2019.104434&partnerID=40&md5=fc5cb7928699481b74a1c967b63e2a0d","Article","Final","","Scopus","2-s2.0-85070089760"
"Aubin J.; Callier M.; Rey-Valette H.; Mathé S.; Wilfart A.; Legendre M.; Slembrouck J.; Caruso D.; Chia E.; Masson G.; Blancheton J.P.; Ediwarman; Haryadi J.; Prihadi T.H.; de Matos Casaca J.; Tamassia S.T.J.; Tocqueville A.; Fontaine P.","Aubin, Joël (7101701284); Callier, Myriam (15041657800); Rey-Valette, Hélène (18438026300); Mathé, Syndhia (35109535300); Wilfart, Aurélie (16235586000); Legendre, Marc (7007128488); Slembrouck, Jacques (6507837993); Caruso, Domenico (56349422600); Chia, Eduardo (7004574684); Masson, Gérard (7102080867); Blancheton, Jean Paul (6603167660); Ediwarman (59533730700); Haryadi, Joni (57218551199); Prihadi, Tri Heru (55765934300); de Matos Casaca, Jorge (12041999600); Tamassia, Sergio T.J. (57216193211); Tocqueville, Aurélien (48663025200); Fontaine, Pascal (7101724725)","7101701284; 15041657800; 18438026300; 35109535300; 16235586000; 7007128488; 6507837993; 56349422600; 7004574684; 7102080867; 6603167660; 59533730700; 57218551199; 55765934300; 12041999600; 57216193211; 48663025200; 7101724725","Implementing ecological intensification in fish farming: definition and principles from contrasting experiences","2019","Reviews in Aquaculture","11","1","","149","167","18","58","10.1111/raq.12231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043258709&doi=10.1111%2fraq.12231&partnerID=40&md5=e4ee6e76ac5cfa828511e338c7c7c5c7","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85043258709"
"Lassio J.G.; Branco D.C.; Magrini A.","Lassio, João Gabriel (57224127038); Branco, David Castelo (35091013200); Magrini, Alessandra (7003459841)","57224127038; 35091013200; 7003459841","Assessing the greenhouse gas emissions of buildings in Brazil: A case study of a housing complex","2021","Environmental Engineering and Management Journal","20","8","","1225","1236","11","1","10.30638/eemj.2021.114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120339787&doi=10.30638%2feemj.2021.114&partnerID=40&md5=6e71e71ac2298de71e74d3ce4d756efb","Article","Final","","Scopus","2-s2.0-85120339787"
"Possan E.; Berwanger C.; Rigo E.; Felix E.F.; Brant C.A.C.","Possan, E. (42862222400); Berwanger, C. (57224090893); Rigo, E. (57224595606); Felix, E.F. (57193350988); Brant, C.A.C. (57224085053)","42862222400; 57224090893; 57224595606; 57193350988; 57224085053","Protection of interrupted concrete structure to prevent degradation: a case study","2020","Journal of Building Pathology and Rehabilitation","5","1","18","","","","2","10.1007/s41024-020-00083-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106964247&doi=10.1007%2fs41024-020-00083-1&partnerID=40&md5=5e0fc4a7fb5fa1dd42380986b9f69b8c","Article","Final","","Scopus","2-s2.0-85106964247"
"Freire L.G.; Lima T.D.N.","Freire, Luciane Gomes (57208387717); Lima, Tatiane do Nascimento (23095069900)","57208387717; 23095069900","Effect of rain on trap building by Myrmeleon brasiliensis in a riparian woodland from the Cerrado biome in Brazil","2019","Entomologia Experimentalis et Applicata","167","6","","561","565","4","10","10.1111/eea.12788","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064644022&doi=10.1111%2feea.12788&partnerID=40&md5=167f1465f3054d3504a99bb6a1c2d4dd","Article","Final","","Scopus","2-s2.0-85064644022"
"Rohden A.B.; Garcez M.R.","Rohden, Abrahão Bernardo (57200013433); Garcez, Mônica Regina (16063403900)","57200013433; 16063403900","Increasing the sustainability potential of a reinforced concrete building through design strategies: Case study","2018","Case Studies in Construction Materials","9","","e00174","","","","22","10.1016/j.cscm.2018.e00174","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047040858&doi=10.1016%2fj.cscm.2018.e00174&partnerID=40&md5=5382e8eb90e1430a36f99f05742e7727","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85047040858"
"Guimaraes G.D.; Saade M.R.M.; Zara O.O.C.; Silva V.G.","Guimaraes, G.D. (57209806295); Saade, M.R.M. (24401621500); Zara, O.O.C. (57220186315); Silva, V.G. (57214175164)","57209806295; 24401621500; 57220186315; 57214175164","Scenario uncertainties assessment within whole building LCA","2019","IOP Conference Series: Earth and Environmental Science","323","1","012059","","","","4","10.1088/1755-1315/323/1/012059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072998205&doi=10.1088%2f1755-1315%2f323%2f1%2f012059&partnerID=40&md5=9b2f19402f7c7a1e1d2e9ff794298286","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85072998205"
"Martinelli G.D.C.; Schlindwein M.M.; Padovan M.P.; Vogel E.; Ruviaro C.F.","Martinelli, Gabrielli do Carmo (57204324373); Schlindwein, Madalena Maria (16053179500); Padovan, Milton Parron (6701835138); Vogel, Everton (57204244951); Ruviaro, Clandio Favarini (53878274700)","57204324373; 16053179500; 6701835138; 57204244951; 53878274700","Environmental performance of agroforestry systems in the Cerrado biome, Brazil","2019","World Development","122","","","339","348","9","27","10.1016/j.worlddev.2019.06.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067314851&doi=10.1016%2fj.worlddev.2019.06.003&partnerID=40&md5=249b2dbfeb7af85fb08a36a94eb2e0e3","Article","Final","","Scopus","2-s2.0-85067314851"
"Silva F.B.; Reis D.C.; Mack-Vergara Y.L.; Pessoto L.; Feng H.; Pacca S.A.; Lasvaux S.; Habert G.; John V.M.","Silva, Fernanda Belizario (57213015757); Reis, Daniel Costa (57217092072); Mack-Vergara, Yazmin Lisbeth (57193532033); Pessoto, Lucas (57217095866); Feng, Haibo (56019923200); Pacca, Sérgio Almeida (16203758500); Lasvaux, Sébastien (55602458700); Habert, Guillaume (8391064400); John, Vanderley Moacyr (7102963656)","57213015757; 57217092072; 57193532033; 57217095866; 56019923200; 16203758500; 55602458700; 8391064400; 7102963656","Primary data priorities for the life cycle inventory of construction products: focus on foreground processes","2020","International Journal of Life Cycle Assessment","25","6","","980","997","17","23","10.1007/s11367-020-01762-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086172277&doi=10.1007%2fs11367-020-01762-4&partnerID=40&md5=b761c6a391826e1af40613d54a4de546","Article","Final","","Scopus","2-s2.0-85086172277"
"Ferro F.S.; Silva D.A.L.; Icimoto F.H.; Lahr F.A.R.; González-García S.","Ferro, Fabiane Salles (55901952100); Silva, Diogo Aparecido Lopes (58102940200); Icimoto, Felipe Hideyoshi (55902096000); Lahr, Francisco Antonio Rocco (6508220629); González-García, Sara (16303623400)","55901952100; 58102940200; 55902096000; 6508220629; 16303623400","Environmental Life Cycle Assessment of industrial pine roundwood production in Brazilian forests","2018","Science of the Total Environment","640-641","","","599","608","9","13","10.1016/j.scitotenv.2018.05.262","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047794158&doi=10.1016%2fj.scitotenv.2018.05.262&partnerID=40&md5=3a9c23306f68d211db9a5f1599b863b5","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85047794158"
"Scoczynski Ribeiro R.; Avelar Gomes M.H.; Amarilla R.S.D.; Terashima F.J.H.; Santana L.H.; Catai R.E.; Matoski A.","Scoczynski Ribeiro, Rodrigo (56452309200); Avelar Gomes, Márcio Henrique (6506838134); Amarilla, Rosemara Santos Deniz (56800862000); Terashima, Fernando Jun Hattori (57209737411); Santana, Luis Henrique (57221514311); Catai, Rodrigo Eduardo (14035078300); Matoski, Adalberto (25930522600)","56452309200; 6506838134; 56800862000; 57209737411; 57221514311; 14035078300; 25930522600","Sound absorption of brazilian wooden panels and their use as building components","2019","Proceedings of the International Congress on Acoustics","2019-September","","","2959","2966","7","0","10.18154/RWTH-CONV-239961","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099329617&doi=10.18154%2fRWTH-CONV-239961&partnerID=40&md5=a3b3a2aa119cfcf9049597978addd2ef","Conference paper","Final","","Scopus","2-s2.0-85099329617"
"Jorgensen N.V.; Barbieri A.F.; Guedes G.R.; Zapata G.P.","Jorgensen, Nuni V. (57915979700); Barbieri, Alisson F. (11940724400); Guedes, Gilvan R. (34771495900); Zapata, Gisela P. (54409843200)","57915979700; 11940724400; 34771495900; 54409843200","International migration and household living arrangements among transnational families in Brazil","2019","Journal of Ethnic and Migration Studies","47","19","","4386","4404","18","10","10.1080/1369183X.2019.1707646","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078632039&doi=10.1080%2f1369183X.2019.1707646&partnerID=40&md5=becd4cacd98edd8e0e9c23f86ecca376","Article","Final","","Scopus","2-s2.0-85078632039"
"Antunes L.N.; Ghisi E.; Severis R.M.","Antunes, Lucas Niehuns (57189094791); Ghisi, Enedir (8859872400); Severis, Roni Matheus (57208080049)","57189094791; 8859872400; 57208080049","Environmental assessment of a permeable pavement system used to harvest stormwater for non-potable water uses in a building","2020","Science of the Total Environment","746","","141087","","","","30","10.1016/j.scitotenv.2020.141087","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089078340&doi=10.1016%2fj.scitotenv.2020.141087&partnerID=40&md5=f1cc8da59368b01576f7a541a2066c1d","Article","Final","","Scopus","2-s2.0-85089078340"
"Gomes V.; Saade M.; Lima B.; Silva M.","Gomes, Vanessa (24381682400); Saade, Marcella (24401621500); Lima, Bruno (57191107244); Silva, Maristela (8842739900)","24381682400; 24401621500; 57191107244; 8842739900","Exploring lifecycle energy and greenhouse gas emissions of a case study with ambitious energy compensation goals in a cooling-dominated climate","2018","Energy and Buildings","173","","","302","314","12","18","10.1016/j.enbuild.2018.04.063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048211266&doi=10.1016%2fj.enbuild.2018.04.063&partnerID=40&md5=99f63739836c8e1c2b7e321d83e71ff7","Article","Final","","Scopus","2-s2.0-85048211266"
"Mazieri D.; Quinto L.P.","Mazieri, D. (57197845823); Quinto, L.P. (57202547988)","57197845823; 57202547988","Comparison of environmental assessment methods, LEED for Schools, and AQUA-HQE, applied in Brazilian Public Schools, from the perspective of post-occupation and maintenance","2017","International Conference on Sustainable Infrastructure 2017: Policy, Finance, and Education - Proceedings of the International Conference on Sustainable Infrastructure 2017","","","","59","70","11","1","10.1061/9780784481202.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035192640&doi=10.1061%2f9780784481202.006&partnerID=40&md5=3e07923abd27e05c9e24612bf0d31cf2","Conference paper","Final","","Scopus","2-s2.0-85035192640"
"de Souza Cruz A.B.; Durante A.C.; de Siqueira L.G.","de Souza Cruz, Andrea Borges (57204567631); Durante, Adriana Colafranceschi (57218219622); de Siqueira, Luiz Guilherme (57218219508)","57204567631; 57218219622; 57218219508","Energy intensity of materials and equivalent greenhouse gases emissions: Brief analysis of brazilian case","2018","PLEA 2018 - Smart and Healthy within the Two-Degree Limit: Proceedings of the 34th International Conference on Passive and Low Energy Architecture","3","","","943","944","1","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088353094&partnerID=40&md5=5847b35cef27cc5979eda8a714b586a2","Conference paper","Final","","Scopus","2-s2.0-85088353094"
"Fuss M.; Vergara-Araya M.; Barros R.T.V.; Poganietz W.-R.","Fuss, Maryegli (57200607577); Vergara-Araya, Mónica (57214723377); Barros, Raphael T. V (55612496400); Poganietz, Witold-Roger (6507044080)","57200607577; 57214723377; 55612496400; 6507044080","Implementing mechanical biological treatment in an emerging waste management system predominated by waste pickers: A Brazilian case study","2020","Resources, Conservation and Recycling","162","","105031","","","","17","10.1016/j.resconrec.2020.105031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087632066&doi=10.1016%2fj.resconrec.2020.105031&partnerID=40&md5=44c22753f0363c3e91406bac1e11827a","Article","Final","","Scopus","2-s2.0-85087632066"
"Souza N.R.D.; Chagas M.F.; Hernandes T.A.D.; Junqueira T.L.; Bonomi A.; Lea M.R.L.V.","Souza, N.R.D. (59663215400); Chagas, M.F. (55266291800); Hernandes, T.A.D. (55445412800); Junqueira, T.L. (26654926000); Bonomi, A. (7004767629); Lea, M.R.L.V. (57210593566)","59663215400; 55266291800; 55445412800; 26654926000; 7004767629; 57210593566","Sugarcane straw recovery: Potential for climate change mitigation in brazil","2019","European Biomass Conference and Exhibition Proceedings","","","","1714","1718","4","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071069091&partnerID=40&md5=14b4a11d182dfcd178d6a87d1350ef55","Conference paper","Final","","Scopus","2-s2.0-85071069091"
